Queue_Util,N_a,N_d,N_o,P_idle,E[N]
1.2,601214,601214,3567422,8.689748507465615e-06,50180.58976285956
Queue_Util,N_a,N_d,N_o,P_idle,E[N]
1.2,1200481,1200481,7131578,6.590406779537432e-06,100505.27510419153
